,username,description,location,text,hashtags
877,DeviltwoFace,"ArNoob ka Fan.
Want a FB from MoodyJee.
! a Bot.",India,"@Indian10000000 @rakeshfilm He should now cheer and celebrate the bail of Ashish Mishra.

Coz for Indian Court cheering for Pakistan is bigger crime than killing fellow Indians.👺",[]
878,noidapolice,#Police~Official Twitter account of Police Commissionerate Gautam Buddh Nagar. Pls do not report crime here. Not monitored 24/7. Dial 112 in case of emergency.,"Noida, India",@VardhanYatharth You may lodge your  grievances/complaint on the cyber crime reporting portal https://t.co/uHNZTmIWI4. Help is also available on helpline number 155260.,[]
879,Adiba_tweets_,"ℙℝ𝕆𝕌𝔻 𝕋𝕆 𝔹𝔼 𝕄𝕌𝕊𝕃𝕀𝕄💞
                                                              2𝕟𝕕 𝕒𝕔𝕔𝕠𝕦𝕟𝕥 : @addi_itx

#PratikFam 💫",Jammu & Kashmir,"@Simran18838282 @Crime_Lover1 Dost Dost Na rha

#PratikSehajpal #NainaMere 

NAINA MERE POSTER OUT","['PratikSehajpal', 'NainaMere']"
880,ThebackbenchGuy,"Indian by Birth🇮🇳, Nomad by Nature🚶🏻‍♂️, Paramedic by profession ⛑","Uttar Pradesh, India","@ANINewsUP Crime is secondary,Qaum is primary..",[]
881,iamonlySG,,India,"KULWANTSINGH FOR MOHALI , this time it'll be government of Kulwant Singh!!!  This is how the crime will be stopped!!! And the development get boosted!!!! https://t.co/EgAx2QiAz8",[]
882,MohandasNawa,9460056801,"Rajasthan, India","Bollywood is clearly responsible for misleading the youth of our country towards a black future — it encourages vulgarity, crime and social evils. We should rather listen to Supreme @SaintRampalJiM Maharaj Ji’s Spiritual Discourses and worship Supreme God. 
#GodMorningSaturday https://t.co/zqX1F4wUee",['GodMorningSaturday']
883,AAMIRCRAZE,Fan account,India,"SAS Nagar needs a leader like Kulwant Singh who is committed for progress of the region. He will also work towards making it crime free.

KULWANTSINGH FOR MOHALI https://t.co/ROQg5o2nIb",[]
884,ALLAHkaPyara,"I’m a man, earnestly wanting a Progressive Pakistan with Speedy & Unbiased Justice System, Accountability, Equality & Merit. Our ISI & armed forces is the best.",Pakistan,@AzharSiddique These outsiders are non locals holding fake domicile &amp; credentials. Many of them r hardened criminals &amp; involved in crimes themseleves. Recall recent crime where ACLC incharge was running a gang &amp; policeman shot dead a young boy outside his home in front of his mother &amp; sister.,[]
885,alishadevi05,@Cristiano & @imVkohli,India,"KULWANTSINGH FOR MOHALI
Only kulwant singh can reduce the crime rate of mohali. He is an ideal leader who stands with his people https://t.co/ZvWPwKy0Fi",[]
886,AnshVis68244391,Jagat mein koi nahin Mera,,"#GodMorningSaturday
Movies are the school of crime. The activities shown in the films increase the crimes like rape, murder, theft, bribery etc. in the society, the films should be banned.
For more information visit the sant Rampal Ji Maharaj youtube channel. https://t.co/KEZE9aOu2E",['GodMorningSaturday']
887,13dorthea,✨Lyrics bot🦋,"West Bengal, India","@stfushiii I'm bored drop an album:

best song: Nobody no crime
worst song: closure
overrated song: willow
underrated song: Dorthea
best 3 track run: Long story short, champagne problems, evermore
best feature: Haim
rating: 11/13
ranking in discog: 11.5/ 13",[]
888,RahulMa80187477,"social worker 100%👈FOLLOW BACK👉Unfollowers stayed away after following.
फ़ॉलो करने के बाद अनफ़ॉलोर्स दूर रहे।",India,"#GodMorningSaturday
Crime, obscenity and corruption, the film world is responsible for all this.
Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj. https://t.co/neJ1H13v2M",['GodMorningSaturday']
889,Pharmacist_awan,A Pharmacist by profession and a damn proud Pakistani | Movie & Fitness Freak| Cricket | Messi | Neymar | Djokovic | Leonardo,"Karachi, Pakistan",@WaeedAwan Street crime,[]
890,abasu0819,Nobody.,Kolkata,"Peacemaker is an adult sci-fi comedic drama with just one season.

Daredevil is an adult action &amp; crime thriller (with a bit of romance here &amp; there) with three seasons.

How are they even comparable??? 😭😭😭 https://t.co/WKVozO92F6",[]
891,prateekmehra15,"Owner, https://t.co/d2yGxxD5AM","Ajmer, India","@erbmjha Very Sad whats happening in canada, if possible bring down the perperators of this crime soon",[]
892,Monk92224083,INFJ,India,@Hani_096 @vikram_gourvi @chesterankit @SaadAhmedLaskar Get your facts right kid.. don't be like abdulla😂 sdpi and PFI are anti national elements who support these students. Just Google you'll come to know how organized crime and bombing is done by them. STFU @Hani_096,[]
893,PriyaJhavar,"Filmmaker, Craftsperson.",India,"“Mithya is a show worth watching for a poetic and traumatising ending. Huma Qureshi &amp; Avantika Dassani Are Fierce &amp; Daunting In The Crime Thriller.” 

#Mithya #MithyaOnZee5  https://t.co/KDgSUCWIlk","['Mithya', 'MithyaOnZee5']"
894,Lata98276152,,"Maharashtra, India","#GodMorningSaturday
Crime, pornography and corruption, the film world is responsible for all this.
Now there will be social reform, when the whole world listen  Spritual Discourses of Saint Rampal ji Maharaj ji. https://t.co/pqVUz3mzI1",['GodMorningSaturday']
895,ashokmansukhani,"Passionate about freedom of expression and media . Media, Corporate and Taxation  Law my profession. Love life in all its hues and colours.","Mumbai, India",Fascinating read.  https://t.co/H9SjHZ55v1,[]
896,ssrstan4ever,Back up account for @KSnehal810 dedicated to @itsSSR,India,"Crime scene destroyed
Evidences tampered
No suic!de note found
No stool/chair found
No juice glass found
No book shelf in ""SSR's room""
TOD not mentioned on PM report
Coincidences much?!
@ips_nupurprasad @DoPTGoI @DrJitendraSingh @PMOIndia @HMOIndia 
#JusticeForSushantSinghRajput",['JusticeForSushantSinghRajput']
897,SafaviMajus,Shia Iranian Civilizationalist,Islamic Republic of Iran,"Take this as a lesson today. I the evil demonic regimi defended a Monarchist Iranian against a whore.

Meanwhile this so called MAGA Monarchist cuck decided to point out the GCs association with me as opposed to defending a fellow Iranian Monarchist against a crime. https://t.co/BGK49mr4VL",[]
898,TT_My_Kolkata,"From The Telegraph Online, the one-click destination for everything about Kolkata — News, People, Places, Food, Music, Fashion, Lifestyle and more...","Kolkata, India","Vishnu Sharma had visited Kolkata at least thrice in the last one-and-a-half years and been in touch with SL Baid. #crime #Murder @KolkataPolice #Kolkata #MyKolkata
https://t.co/wNGFRQ5zlQ","['crime', 'Murder', 'Kolkata', 'MyKolkata']"
899,VigorousDivyam,"🇮🇳/The Arsenal F.C.
I don't do if's , but's or maybe's I do absolutes. #ArtetaMale",india,@sorabhsingh33 @Tolkintuff Every club does PR man. Nothing wrong with it. You pretending like good PR from an organisation is a crime. Lol,[]
900,Yishreah,🍎 Early Childhood Educator. | 🧸NFT Creator. | https://t.co/qIrOh732fp 🤍 イッサリーヤー (プロォイ),"Bangkok, Thailand","Wolf Secret Assembly! 

Wolf Gang is gathering inside Takenoura school canteen, holding a secret assembly to solve crime, filed by an anonymous victim. 

Will they catch the bad guys ? 

ETH: 0.36 
https://t.co/hLivunmzIo https://t.co/fxf6aL2m4X",[]
901,Shalini_BH8,Reeler,"West Bengal, India","Rape is a big crime , capital punishment is must, that's what is movie talk about
Yami In AThursday On Hotstar",[]
902,AshokRa77170993,,,@DGPMaharashtra @CMOMaharashtra @maharashtra_hmo @MahaDGIPR Heartiest Congratulations for the Challenging Role of Hon'ble The DGP. Looking forward to Zero-Tolerance to Corruption in Police Force towards Aam Aadmi/Victims of Crime. My Inner Voice &amp; My Experience :Police Force is the Weakest Link In Administration of Criminal Justice System,[]
903,Yishreah,🍎 Early Childhood Educator. | 🧸NFT Creator. | https://t.co/qIrOh732fp 🤍 イッサリーヤー (プロォイ),"Bangkok, Thailand","@thetitanborn Thank you, Titan. ☺️

Wolf Secret Assembly! 

Wolf Gang is gathering inside Takenoura school canteen, holding a secret assembly to solve crime, filed by an anonymous victim. 

Will they catch the bad guys ? 

ETH: 0.36 
https://t.co/hLivunmzIo https://t.co/dlIxdkLwkB",[]
904,PressTV,"Press TV is the first Iranian international news network, broadcasting in English on a round-the-clock basis.
https://t.co/kQ1ZvfqnOQ
https://t.co/VeczT5AX9k",Islamic Republic of Iran ,"Female students film assault, removing hijab of Muslim girl in New Zealand school
https://t.co/s0skIM6nry",[]
905,Kannank70,"Cinema Operator
+91 98432 59599",#Madurai ,"#Vilangu @ActorVemal
Investigation of a Murder the head of the body is missing.
Screen play and moving of the episodes are Good.
Some scenes Hitting of accused people are seems like more templates.
Otherwise it was an Wonderful Crime investigating movie.
Congrats @Bala_actor https://t.co/4OcBzRtMhP",['Vilangu']
906,minhas_harris,"‏خدا پرست , مصطفوی",Pakistan,"@khoftay @BhittaniKhannnn @umaraqti Labourer who hasnt done anything wrong still does painful hard labour everyday. Why his lifestyle be seen as pnshment for crimes?
Convicts whose crime has been proven without doubt should be hanged in public to create deterrance to the crime. Otherwise, there is no deterrance.",[]
907,Yishreah,🍎 Early Childhood Educator. | 🧸NFT Creator. | https://t.co/qIrOh732fp 🤍 イッサリーヤー (プロォイ),"Bangkok, Thailand","Wolf Secret Assembly! 

Wolf Gang is gathering inside Takenoura school canteen, holding a secret assembly to solve crime, filed by an anonymous victim. 

Will they catch the bad guys ? 

ETH: 0.36 

https://t.co/hLivunmzIo https://t.co/IgcPuIat5k",[]
908,LoboFrederick,"Wishing Good to Everyone l
Wisdom Drives Away Evil l Jesus is d Ultimate Wisdom, Hope & Life for Humankind l",,Asking any lady to take off her any part of dress amounts to d mischief/crime of stripping. https://t.co/4j4ydmZeYl,[]
909,PayelSaha01,"ALWAYS MUSIC
@armaanmalik22's new single‘You’is out now. 
https://t.co/fOi3cNKaT2", India ,"love like this doesn't come around all the time
Letting you get away would be a crime
'Cause half of your heart makes a hole out of this heart of mine

ARMAAN X EXO #ARMAANIANSxEXOLs",['ARMAANIANSxEXOLs']
910,me_pshaw,Human,"New Delhi, India","Copying these big #frauds, various small #frauds are increasing #rapidly in our #society. They know #judgement will come after #years as only #NEW #dates will be given hence #crime #rate #graph going up #daily.","['frauds', 'frauds', 'rapidly', 'society', 'judgement', 'years', 'NEW', 'dates', 'crime', 'rate', 'graph', 'daily']"
911,Dont__Mess,"O N L Y A K S H A Y K U M A R M A T T E R S !


@dontangrymeee currently suspended","Nagaland, India",@iujjwal_x @piiyushtiwari @akshaykumar Action movie nahi hai crime thriller movie hai chill 😑,[]
912,aloneinrainkhan,Allah ki zameen par Allah ka nizam the only solution for pakistan,peshawar ,@miawandsafi @khalidzadran01 May be they done crime coze of hunger ?,[]
913,ShagunS50371511,special student (Hi)🙉,"Rajsamand, India","Crime, obscenity and corruption, the film world is responsible for all this.
 Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj.
 #GodMorningSaturday https://t.co/9pNVeYoWr1",['GodMorningSaturday']
914,NareshS43783027,"🙏जो जन मेरी शरण है, ताका हॅूँ मैं दास। गैल गैल लाग्या फिरूँ, जब तक धरती आकाश।।
🙏
सत कबीर की दया🙏",Jind Haryana ,"#GodMorningSaturday
The society has been spoiled by films, youth and women are getting ruined by developing bad fashion, crime, conduct against society, theft, dacoity, rape etc. Boycott Bollywood Vulgarity. https://t.co/VptMoL7ZVO",['GodMorningSaturday']
915,ravinderpaswan,RTI Activist,"New Delhi, India",BBMP officials accused of misusing SC/ST welfare funds https://t.co/ek0bMhgc2j @deccanherald,[]
916,saramalkani,"Lawyer, Legal Adviser @ReproRights (views are mine)","Karachi, Pakistan ","In Qandeel B's case, LHC found confession of accused inadmissable and that crime is not ""honour"" killing; so trial court couldn't exercise discretion under Sec. 311. [If confession is void, Sec. 311 won't apply anyway as it only kicks in when highest Islamic burden of proof met].",[]
917,ArvindLordkabir,"▶ I’m just a boy, standing in front of the world, asking you to follow me.","Bhopal, India","Bollywood holds the maximum responsibility for spreading vulgarity and crime in our society. Several people end up imitating the similar acts as shown in these movies and end up destroying their own or somebody else’s life. We should Boycott Bollywood.
#GodMorningSaturday https://t.co/GShEymhR5I",['GodMorningSaturday']
918,sidra_sids,Pharmacist 💊,"Wah, Pakistan ",Every chronic disease always need short term and long term treatment goals..the same should  apply here ...without short term solution we can't expect any improvement..for every heinous crime there should be harsh punishment ...this menifesto itself is funeral of women rights ... https://t.co/IFRoi3qTwi,[]
919,latestlaws,"India's Favourite Legal e-Magazine for Latest Legal News, Articles, Blogs, Case Analysis, Largest free Database of Bare Acts, Rules, Regulations & much more",India,"HC: Criminal Courts dutybound to appoint Legal Aid Lawyer if Defence Counsel fails to appear for accused in custody, Read Judgement
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #CriminalJustice #crime #crimesnews #Lawyers 
https://t.co/qbdSIBATg3","['Law', 'Latest', 'LatestLaws', 'LegalNews', 'India', 'IndianNews', 'News', 'Legal', 'CriminalJustice', 'crime', 'crimesnews', 'Lawyers']"
