User,Tweet
TimesNow,"#Hyderabad minor girl rape: The family of 9-year-old victim alleged that Yaser, who is son of school principal, allegedly raped their daughter in a room on the terrace of school.  

https://t.co/UZhPT9RVmI"
TimesNow,"A tantrik allegedly raped a 27-year-old married woman on pretext of getting her job

#Crime #Rajasthan 

https://t.co/rSNMx6iX5z"
TimesNow,"Man divorces wife in #MadhyaPradesh after his friend raped her
https://t.co/QlTls9oenN"
TimesNow,"#Pune: Minor Dalit girl raped by married school bus driver inside dilapidated building
https://t.co/38qNLF5rQJ"
TimesNow,"#Kerala: Minor girl molested during bus journey, accused arrested
https://t.co/SUr68wR09I"
TimesNow,"#Kolkata: Woman raped and tortured by unknown man behind railway station

https://t.co/q5Z61zDoPN"
TimesNow,"#Delhi: Minor girl gang-raped in moving car; 3 arrested under POCSO Act

https://t.co/gGtW3nzDpf"
TimesNow,"#SansadCensorBogey

One of the words expunged is 'sexual harassment'. In a country, where every 6.2min  a woman is raped, you don't want this word to be mentioned: @tehseenp

Watch #IndiaUpfront with @Swatij14 LIVE: https://t.co/BSwV2fgGz3 https://t.co/yQAkTkxi3T"
TimesNow,"#SansadCensorBogey

One of the words expunged is 'sexual harassment'. In a country, where every 6.2min  a woman is raped, you don't want this word to be mentioned: @tehseenp

Watch #IndiaUpfront with @Swatij14 LIVE: https://t.co/BSwV2eZDx3 https://t.co/bKBsVLmD7B"
TimesNow,"#Rajasthan shamed: Student kidnapped from outside school, gang-raped after being drugged

https://t.co/E2J9MAQ7OM"
TimesNow,"When #SushmitaSen talked about getting molested by a 15-year-old boy, here's how the Aarya actress reacted

https://t.co/ep8Yuu2Bri"
TimesNow,"#MinorityMantriRow

Where were these BJP leaders when Hathras girl was raped? Or during Lakhimpur Kheri violence? Or when people die of unemployment and hunger? They never tweet anything then. Now, when it came to religion, they're in: @anuragspparty

@thenewshour | @madhavgk https://t.co/pfAIu4vgYv"
TimesNow,"#Dehradun: A woman was allegedly gang-raped by three of her husband’s friends in a moving car.

https://t.co/tiB0EsirV4"
TimesNow,"#Rajkot woman raped, pushed into prostitution by spa owner; accused on the run

https://t.co/1NvxgOT7av"
TimesNow,"In a shocking incident reported from Rajkot district of #Gujarat, a spa owner allegedly raped a 22-year-old woman and then pushed her into prostitution.

https://t.co/1NvxgOBvLV"
TimesNow,"#TamilNadu shocker: Minor girl gang-raped, filmed by 3 juveniles in Cuddalore

https://t.co/kxlabVhvRP"
TimesNow,"Woman molested inside Delhi metro station; horrific act caught on cam
https://t.co/OmfC24FrkH"
TimesNow,"Woman Molested Inside Delhi Metro Station, Horrific Act Caught on CCTV

#DelhiMetro #JorBagh https://t.co/iHKP2nMWwl"
TimesNow,"‘They gang-raped me for 6 years since I was 15 years old': #Bihar rape survivor’s chilling confession shocks all

https://t.co/TOiPIYiJ4s"
TimesNow,"#SCVsNupur

On July 24, 2017, this very Supreme Court tossed out our petition to try those who massacred, raped, abducted us and conducted a genocide in Kashmir... The last door we could knock for justice!: @neelakantha

#IndiaUpfront | @RShivshankar https://t.co/1SAV7liA2Z"
CNNnews18,"#EXCLUSIVE #MaharashtraPoliticalCrisis Actor, #KetakiChitale talks exclusively with CNN-News18.

She shared her story about how she was attacked for a post on #SharadPawar. She said 'I was beaten, harassed, and molested'.

Watch #PlainSpeak with @ShivaniGupta_5 https://t.co/iSWTw5zjWt"
TimesNow,"Woman kidnapped twice, repeatedly raped and forced to cook and eat human flesh

https://t.co/VVe77S0hJx"
TimesNow,"#UP: 10-year-old differently-abled girl raped by relative in Jani Khurd village of #Meerut

https://t.co/fADWMHbXqB"
CNNnews18,"#EXCLUSIVE #MaharashtraPoliticalCrisis Actor, #KetakiChitale talks exclusively with CNN-News18.

She shared her story about how she was attacked for a post on #SharadPawar. She said 'I was beaten, harassed, and molested'.

Watch #PlainSpeak with @ShivaniGupta_5 https://t.co/mYuoqh3EVz"
CNNnews18,"#WATCH | 'My saree came off; I was beaten and molested as I was being taken away by the police.'

Listen in to what actor #KetakiChitale had to say to @ShivaniGupta_5  about her arrest for her comments on #SharadPawar 

Watch the full IV here: https://t.co/risoIy2YSU https://t.co/iLK7rZ6RHU"
CNNnews18,"""I was molested and I wonder what was the Police doing"": Marathi actress @KetakiChitale_ tells CNN-News18 

#KetakiChitale 

Watch the full interview: https://t.co/8rqze9kh7g https://t.co/q3ecI1s4YN"
republic,Tamil Nadu: 20-year-old nurse allegedly gang-raped by four men near Chengelpet; main accused arrested https://t.co/qkDaiyqPjJ
TimesNow,"A paramilitary forces jawan allegedly molested and assaulted a woman passenger inside a train near #Durgapur.

https://t.co/5fs3nbELko"
TimesNow,"#KetakiFreeSpeech

They molested me. My right breast was hit. All of them were NCP workers. One of them is going to contest the upcoming elections. Not even a  complaint has been filed against them: Ketaki Chitale, Actor

@thenewshour AGENDA @PadmajaJoshi https://t.co/3tNGPY03mJ"
TimesNow,"#KetakiFreeSpeech

I was unlawfully picked up from my house without any prior notice, without any statement. I was molested during police custody by NCP workers: Ketaki Chitale, Actor

@thenewshour AGENDA @PadmajaJoshi https://t.co/JGklSFZUgg"
TimesNow,"#KetakiFreeSpeech

'I was molested during police custody by NCP workers', alleges actor #KetakiChitale

Watch the full interview on @thenewshour AGENDA with @PadmajaJoshi at 10:30 tonight https://t.co/axzRpNvcdd"
TimesNow,"'I was molested during police custody by NCP workers', alleges actor #KetakiChitale

Watch the full interview on @thenewshour AGENDA with @PadmajaJoshi at 10:30 tonight https://t.co/5sudr0KOPL"
TimesNow,"Woman, 6-year-old daughter gang raped in moving car in #Uttarakhand’s Roorkee

#Crime 

https://t.co/seQVd9xY89"
CNNnews18,"#Breaking | Horror story from Roorkee, Haridwar.

A Mother and her daughter both were gang-raped in car in Haridwar.

Manoj Juyal shares details.

Join the broadcast with @Runjhunsharmas https://t.co/ASNKRhuW0Q"
TimesNow,"#Pune: Financial company staff held after junior colleague says he raped her twice

https://t.co/i8OPFf0CHW"
CNNnews18,"The incident took place in February 2017, when the convict took the girl playing near her house to a desolate spot and raped her

https://t.co/3We5VTg9RJ"
TimesNow,"Rhree men allegedly gang-raped a 10-year-old girl who was playing outside her residence in a village in the Bisalpur area of Uttar Pradesh

#UttarPradesh #Crime 

https://t.co/hTUnSmMRu4"
TimesNow,"8-year-old girl raped in #Badarpur area of #Delhi 

#Crime 

https://t.co/qQ1hfHEesF"
TimesNow,"Karachi: Railway staffers who gang-raped woman on moving train filmed the entire incident

#Karachi #Crime 

https://t.co/wwye61Z99y"
TimesNow,"17-year-old girl molested and assaulted by jilted lover in Ahmedabad's Gomtipur

https://t.co/iLbbzIpwpH"
republic,Hyderabad: Minor girl allegedly raped several times by neighbour; accused arrested https://t.co/u73XZXgCdn
TimesNow,"An 18-year-old girl was allegedly raped by two youths while one of the accused ‘live-streamed’ the sexual assault to his friend on a video call

#Crime 

https://t.co/yYAOxzzO11"
TimesNow,"#ArrestHateHypocrisy

Whatever be the offense but can you say that Nupur Sharma should be beheaded or raped. Is this the Talibani mindset we want to create?: @RagiSangit

@thenewshour AGENDA with @PadmajaJoshi https://t.co/6KfsJTHqKC"
CNNnews18,"#HyderabadHorror | Another minor raped in Hyderabad, Telangana.

3 rape incidents reported from Hyderabad within a week.

@swastikadas95 shares more details

Congress' @sravandasoju says, 'State govt is promoting pub and drug culture'

Join the broadcast with @Ridhimb https://t.co/KuQWr3yKrx"
CNNnews18,"#Breaking | Another shocker from #Hyderabad: Minor allegedly raped in a car.

Accused has been arrested.

@swastikadas95 shares detail

Join the broadcast with @aayeshavarma https://t.co/8ovN4nlHON"
CNNnews18,"#Breaking | British national allegedly raped in North Goa.

@Herman_Gomes shares detail

Join the broadcast with @aayeshavarma https://t.co/9ux5U9i7yv"
republic,"British woman raped near Arambol beach in Goa, accused arrested; further probe underway https://t.co/K4I2W6gLA5"
republic,"#BREAKING | British National allegedly raped in Arambol beach in North Goa; victim shifted to trauma centre, accused officially arrested and interrogation is underway

Tune in here - https://t.co/1Bqmkmt1hw https://t.co/fdTKwTRB3e"
TimesNow,"Bharatpur: Minor girl raped for a month by two men; forced her to take contraceptive pills

#Crime #Bharatpur

https://t.co/BZjTfzp5vY"
republic,West Bengal: Minor girl allegedly raped by two drunk men; accused arrested https://t.co/RDwn0cl2ln
republic,"#BREAKING | Rape shocker from West Bengal: Minor allegedly raped in Mukundpur by 2 drunkards; accused held, further probe underway

 https://t.co/k00lO446Jh https://t.co/KyK3W0769s"
CNNnews18,"#BreakingNews | Another report of sexual assault from Hyderabad: Girl kidnapped, molested by a cab driver. 

@swastikadas95 shares more details. 

Join the broadcast with @akankshaswarups. https://t.co/NHYfOL4WpH"
TimesNow,"Another minor was allegedly gang-raped in #Hyderabad on May 31; Two accused have been arrested by the police in this case.

@sowmith7 joins @kritsween with the latest updates. https://t.co/HjC5LZSzM7"
CNNnews18,"#BreakingNews  |  Another shocker from Hyderabad: Girl molested by a cab driver; 2 accused arrested.  

@swastikadas95 with details. 

Join the broadcast with @Runjhunsharmas. https://t.co/mb8WFnJ5mg"
TimesNow,"#Chitrakoot: 14-year-old girl dies during treatment after being gang-raped; 3 detained

https://t.co/yYkoPsHh2I"
CNNnews18,"#BREAKING | #JaipurRapeCase | Cops found a dead girl in #Jaipur. Minor raped and murdered in Jaipur. 

BJP's Lakshmikant Bhardwaj with his views.

Bhawani Deora with details.

Join the broadcast with @aayeshavarma https://t.co/HyZmuVWbeB"
CNNnews18,"#BREAKING | #JaipurRapeCase | Minor allegedly raped and murdered in #Jaipur. 1 accused arrested so far. Cops found the body of the girl with a cut-throat.

Bhawani Deora with details.

Join the broadcast with @aayeshavarma https://t.co/Q8L1DnOO8N"
republic,"#BREAKING | Minor girl allegedly raped in Rajasthan; throat slit, body recovered from abandoned area

https://t.co/hBNv8QrX25 https://t.co/4zq1Yxle4n"
TimesNow,"Minor girl gang-raped in Hyderabad, one of the accused is TRS leader's son

Reactions pour in! 

@thenewshour spl | @roypranesh https://t.co/tcZ5c1sdev"
TimesNow,"Hyderabad horror: Minor gang-raped in car, TRS leader's son among accused 

Listen in to the reactions coming in on the story! 

#Hyderabad #TRS https://t.co/KGWvmC7uVy"
TimesNow,"Hyderabad horror: Minor gang-raped in car, TRS leader's son among accused 

Listen in to the reactions coming in on the story! 

#Hyderabad #TRS https://t.co/neoy1iA2J2"
CNNnews18,"#HyderabadRapeCase | Teen gang-raped in a car: Minor sustained injuries over her neck.

@swastikadas95 shares more details.  

Join the broadcast with @JamwalNews18. https://t.co/w95kANWUYP"
CNNnews18,"#BreakingNews #HyderabadRapeCase | Teen gang-raped in a car; suspects are minors. 

Hyderabad Police briefs the media with details of the ongoing investigation. 

Watch #BrassTacks with @SiddiquiMaha. https://t.co/G9qhf09dxE"
TimesNow,"#Breaking | #HyderabadHorror: TRS leader's son Khadar Khan, Waqf Board chairman's son arrested by Hyderabad Police in the incident where a minor girl was gang raped. https://t.co/lP7PWVyvRK"
TimesNow,"#HyderabadHorror

Minor girl gang-raped in Hyderabad. 4-5 minor boys allegedly involved. AIMIM leader's son also under lens.

Take a look at this ground report by @sowmith7 on #IndiaUpfront with @RShivshankar https://t.co/knkPxv7zS9"
TimesNow,"#HyderabadRapeCase 

Minor allegedly gang-raped in Hyderabad, son of a local MLA also under scanner 

#NewsPulse | @kritsween https://t.co/qKudoVw7u7"
TimesNow,"In yet another shocking incident, a 25-year-old woman was allegedly gang-raped by three men at a guest house in #MadhyaPradesh's Gwalior

https://t.co/jRhRXRAxBV"
CNNnews18,"#HyderabadRapeCase | Horror in #Hyderabad shook the Nation. Minor got raped. BJP workers sit on a protest outside the police station.

Women Activist, Yogita Bhayana (@yogitabhayana) &amp; Social Worker, Sudha with their views.

Watch #News360 with @maryashakil https://t.co/Yx0vrtKL8t"
CNNnews18,"#HyderabadGangRapeCase  | A minor returning home after a party was allegedly gang raped in #Hyderabad.

@swastikadas95 shares details.

Watch #NationAt5 with @ridhimb https://t.co/GubbZYUKgR"
CNNnews18,"Minor raped in #Hyderabad | Will 'VVIP' suspects be punished?

Watch #News360 with @maryashakil at 6.27 PM only on CNN-News18. https://t.co/wkLuS3Pm2L"
CNNnews18,"Minor raped in #Hyderabad | Will 'VVIP' suspects be punished?

Watch #News360 with @maryashakil at 6.27 PM only on CNN-News18. https://t.co/kY7PHmE96T"
CNNnews18,"Minor raped in #Hyderabad | Will 'VVIP' suspects be punished?

Watch #News360 with @maryashakil at 6.27 PM only on CNN-News18. https://t.co/axnZHZPXY3"
CNNnews18,"Minor raped in #Hyderabad | Will 'VVIP' suspects be punished?

Watch #News360 with @maryashakil at 6.27 PM only on CNN-News18. https://t.co/VyKNQAMLu6"
CNNnews18,"Minor raped in #Hyderabad | Will 'VVIP' suspects be punished?

Watch #News360 with @maryashakil at 6.27 PM only on CNN-News18. https://t.co/R3e4mNcC7o"
CNNnews18,"#HyderabadRapeCase | Minor gang-raped in #Hyderabad. CCTV visuals accessed by CNN-News18.

@swastikadas95 with details.

Join the broadcast with @SiddiquiMaha https://t.co/eeuu702ajI"
CNNnews18,"#HyderabadGangRapeCase | After the #JubileeHills party, a minor was raped in #Hyderabad.

CCTV footage is accessed by CNN-News18.

@swastikadas95 with details.

Join the broadcast with @ShivaniGupta_5 https://t.co/k8IkfDKsRZ"
CNNnews18,"#Hyderabad: 17-year-old girl returning home after party gang raped in Jubliee hills area.

@Amberological, Activist and @tarauk, Co Founder Political Shakti share details.

Join the broadcast with @ridhimb https://t.co/u3ChnB48kX"
TimesNow,"Minor 'gang-raped' in Hyderabad; AIMIM Neta's son was present in the car before the rape 

It's appalling &amp; horrendous, why no action has been taken against culprits yet, asks @BJPKrishnasagar

@Sowmith7 with this ground report. 

#Hyderabad @DEKAMEGHNA https://t.co/Jw0VZDFeZi"
TimesNow,"Hyderabad: Minor girl allegedly gang-raped by 4-5 minor boys in a car in Jubliee hills area.

#Hyderabad #Crime 

Read More: https://t.co/9dDPDHUZgG https://t.co/svLMQfOT0v"
TimesNow,"Hyderabad rape horror: Minor 'gang-raped' in Mercedes; Neta's son linked to crime

@Sowmith7 with more details. 

#Hyderabad @swatij14 https://t.co/eu7E2zx2HB"
CNNnews18,"Minor returning home after party gang-raped in #Hyderabad.

@yogitabhayana, Activist shares her views.

@swastikadas95 shares details with @akankshaswarups https://t.co/DjdeNWk95n"
TimesNow,"#Hyderabad: Five minor boys allegedly gang-raped a minor girl inside a Mercedes.

Stricter action will be taken against the criminals: Khaleeq Ur Rahman, TRS

Krishna Sagar Rao, BJP also shares his views.

@kritsween walks us through the FIR copy of the case. https://t.co/TTQDQvMQPZ"
TimesNow,"SHOCKING!

Hyderabad: Minor boys allegedly gang-raped a minor girl inside a speeding Mercedes.

A psychological treatment needs to be given to young minds: Zeenat Shaukat Ali, Activist

@sowmith7 shares more details with @RichaSharmaB.

#Hyderabad #Crime https://t.co/EBNmU0HoGg"
CNNnews18,"#Breaking | Rape horror in #Hyderabad: Teen returning home after party gang-raped.

Cops have registered the case under POCSO.

@swastikadas95 shares details.

@BJPKrishnasagar, BJP shares his views

Join the broadcast with @ridhimb https://t.co/2QoMd1hHeT"
